step,E,K,min_distance,kinetic_energy,potential_energy,control_effort,triggered,outside_corridor
82,0.0036384127063159013,1.0,4.920954219495627,1042.2547389317804,0.045480158828948763,96.25217631665186,0,0
83,0.0011738902717956718,1.0,4.962503649821308,1073.542334574355,0.014673628397445898,97.58527613994167,0,0
84,0.0022074856350607092,1.0,4.938013730940866,1106.3254547751435,0.027593570438258865,98.78610617648047,0,0
85,0.0009177988187532326,1.0,5.007842109774131,1136.2280956717025,0.011472485234415407,99.99816389988523,0,0
86,0.00011300016984092023,1.0,5.000923166024746,1166.8815289873257,0.0014125021230115028,101.20062631599873,0,0
87,0.0008160937911896154,1.0,4.973502892290691,1197.6157669844229,0.010201172389870193,102.35316345042412,0,0
88,0.003033323807765429,1.0,4.941027349857616,1227.516878384287,0.03791654759706786,103.52044772297307,0,0
89,0.0002572676116961228,1.0,4.984361392121218,1258.0290378914556,0.0032158451462015345,104.64277560219797,0,0
90,0.0026937883477407072,1.0,4.996972162832632,1287.8723483549577,0.03367235434675884,105.68380390894762,0,0
91,0.0006740636185255082,1.0,4.9856043924934745,1315.809414649177,0.008425795231568852,106.75542524694099,0,0
92,0.0015292390620690569,1.0,4.9882990739095785,1344.9415035524282,0.01911548827586321,107.84352600964998,0,0
93,0.0026880825055817245,1.0,4.936201917459848,1374.811376086716,0.03360103131977156,108.86175311216847,0,0
94,0.002450469679737497,1.0,4.9857244945134935,1403.0932748505538,0.030630870996718712,109.86192750852518,0,0
95,0.0006966387308850548,1.0,4.968254333058925,1431.1540499328228,0.008707984136063185,110.87139023920224,0,0
96,0.0011217822145467003,1.0,4.958773322854218,1459.7115211088517,0.014022277681833754,111.86060467490677,0,0
97,0.0017184631596839335,1.0,4.9789678353077065,1487.9490204608303,0.02148078949604917,112.85430369907209,0,0
98,0.000898529658240869,1.0,4.960899961726118,1516.6263435875221,0.011231620728010863,113.80869758130984,0,0
99,0.0012339439018265285,1.0,5.006718614256077,1544.4545299664724,0.015424298772831607,114.71288690598226,0,0
100,0.0016609043955913918,1.0,4.956586796199184,1570.990920789782,0.020761304944892398,115.61962632260642,0,0
101,0.0010637037430304612,1.0,4.9946209095416085,1597.8849238392459,0.013296296787880765,117.85421585694996,0,0
102,0.0023015299452668943,1.0,4.939255068325117,1531.9999117885823,0.02876912431583618,120.04225144266135,0,0
103,0.0015887936502600643,1.0,4.959927152305043,1468.8315126479943,0.019859920628250805,122.18470295367041,0,0
104,0.00147138796970997,1.0,4.956693930009712,1408.2677132983592,0.018392349621374628,124.2825200582001,0,0
105,0.0020159229656139975,1.0,4.980174713037008,1350.2011192170464,0.025199037070174967,126.33663263971876,0,0
106,9.612773822150806e-05,1.0,5.004260304017093,1294.5287640409965,0.0012015967277688507,128.34795120912244,0,0
107,0.002352171136377171,1.0,4.994916917391266,1241.1519269820144,0.02940213920471464,130.31736730833023,0,0
108,0.0012828932976214494,1.0,4.962723783012013,1189.9759577705163,0.016036166220268117,132.2457539054712,0,0
109,0.0005175334237199885,1.0,5.002108036701323,1140.9101088173047,0.006469167796499856,134.13396578183836,0,0
110,0.0013416503547055082,1.0,4.963391364642456,1093.8673742957583,0.016770629433818855,135.9828399107812,0,0
111,0.0004685295045255643,1.0,5.006774848867114,1048.7643358590838,0.005856618806569554,137.7931958287044,0,0
112,0.00219637336684982,1.0,4.981925877293956,1005.521014719061,0.027454667085622754,139.56583599833758,0,0
113,0.0020335633216061215,1.0,5.003000680497335,964.0607298239609,0.025419541520076517,141.30154616443673,0,0
114,0.00017755574450150307,1.0,4.984951386910662,924.3099618841707,0.002219446806268788,143.0010957020755,0,0
115,0.0001810521300938459,1.0,4.98240767178057,886.1982230043981,0.0022631516261730736,144.66523795768012,0,0
116,0.002094480913181246,1.0,4.945360991039561,849.6579316912828,0.026181011414765577,146.2947105829596,0,0
117,0.0024157794493429993,1.0,4.94380215439913,814.624293014776,0.03019724311678749,147.8902358618791,0,0
118,0.0020063839969232155,1.0,4.9458685647608664,781.0351837107812,0.025079799961540195,149.4525210308211,0,0
119,0.0009589083319323506,1.0,4.998371744896218,748.8310420213177,0.011986354149154383,150.9822585920768,0,0
120,0.0012307198757923845,1.0,4.9675558098909605,717.9547620768623,0.015383998447404805,152.48012662080637,0,0
121,3.1374186694841344e-05,1.0,4.996280564045376,688.351592633589,0.0003921773336855168,153.94678906560404,0,0
122,0.0004216383823515112,1.0,4.9892391866143075,659.9690399859365,0.0052704797793938895,155.38289604280175,0,0
123,0.001245928385088063,1.0,5.01856500091851,632.7567748823499,0.01557410481360079,156.78908412464125,0,0
124,0.00045409667554841243,1.0,4.974605117540142,606.666543279128,0.005676208444355155,158.16597662144238,0,0
125,0.0015024102234176776,1.0,4.947840621117908,581.6520807741291,0.01878012779272097,159.51418385789347,0,0
126,0.0007422990648592877,1.0,4.970002239311004,557.6690305685987,0.009278738310741096,160.8343034435852,0,0
127,0.002407441365381804,1.0,4.951289989017024,534.674864811647,0.03009301706727255,162.12692053790838,0,0
128,0.0007140103645981342,1.0,5.0085071611970005,512.6288091879029,0.008925129557476678,163.39260810943313,0,0
129,0.0010645918800591733,1.0,5.023115908076986,491.4917706146169,0.013307398500739667,164.63192718988444,0,0
130,0.0032274780301650634,1.0,4.938189703626552,471.22626792000375,0.040343475377063294,165.84542712282635,0,0
131,0.0006881141373760945,1.0,4.969178981921521,451.7963653798993,0.008601426717201181,167.0336458071653,0,0
132,0.002076011782885269,1.0,4.9511631769283,433.1676089948775,0.025950147286065865,168.19710993558056,0,0
133,0.0022680683071688293,1.0,5.00874613622979,415.3069653948282,0.028350853839610366,169.33633522798715,0,0
134,1.116814274057025e-05,1.0,4.998753582369188,398.182763262663,0.00013960178425712815,170.45182666013525,0,0
135,0.0015689101962230905,1.0,4.946724596169519,381.7646371732737,0.019611377452788632,171.54407868744693,0,0
136,0.00011014246507354085,1.0,4.985426422094786,366.02347374816037,0.0013767808134192607,172.6135754641896,0,0
137,0.0016581023011316921,1.0,4.943914925572433,350.93136003024574,0.02072627876414615,173.6607910580835,0,0
138,0.0028585212096855746,1.0,5.025924224647902,336.46153398733196,0.03573151512106968,174.68618966043792,0,0
139,0.0003867389698036898,1.0,4.978967914845507,322.5883370564307,0.0048342371225461225,175.69022579191,0,0
140,0.0002773654772949781,1.0,4.996437854262788,309.2871686448157,0.0034670684661872258,176.6733445039764,0,0
141,0.00032312933119833125,1.0,4.975857726636304,296.53444250711726,0.004039116639979141,177.63598157620805,0,0
142,0.0019196461376919352,1.0,5.021494848891346,284.3075449211032,0.02399557672114919,178.57856370943486,0,0
143,0.0006821913982450306,1.0,4.995527870668479,272.58479458798485,0.008527392478062883,179.5015087148861,0,0
144,0.0013995099010289148,1.0,5.022059363263421,261.3454041861366,0.017493873762861434,180.40522569939048,0,0
145,0.0012887643442957392,1.0,4.961955223803861,250.5694435100589,0.01610955430369674,181.29011524671765,0,0
146,0.0004120628072361614,1.0,4.991155060622906,240.23780412921874,0.005150785090452018,182.15656959514223,0,0
147,0.00019523200318762772,1.0,5.0081078475130205,230.33216550409904,0.0024404000398453463,183.00497281130794,0,0
148,0.001078881424515888,1.0,4.959200174244877,220.83496249937275,0.0134860178064486,183.8357009604702,0,0
149,0.00018787153983277266,1.0,4.987870931904503,211.7293542365948,0.0023483942479096583,184.64912227319158,0,0
150,0.0019389545298546438,1.0,4.9496832160810715,202.99919423117962,0.024236931623183047,185.44559730856457,0,0
151,0.0006302002437814286,1.0,4.985227658699222,194.62900176070994,0.007877503047267857,186.225479114034,0,0
152,0.0010383170478990133,1.0,5.023096750869737,186.6039344138056,0.012978963098737667,186.98911338188947,0,0
153,0.000996418220595281,1.0,4.970111951513049,178.90976177087532,0.012455227757441012,187.73683860249793,0,0
154,0.0002714101758665477,1.0,4.979918670618264,171.5328401700797,0.0033926271983318462,188.46898621434374,0,0
155,0.0016187048991848293,1.0,4.9651075861142715,164.46008851376126,0.020233811239810367,189.18588075094272,0,0
156,3.6557827759241064e-05,1.0,4.994600133213423,157.67896507243864,0.0004569728469905133,189.88783998469592,0,0
157,0.0008392174128085676,1.0,4.965645035193088,151.17744524523314,0.010490217660107095,190.5751750677459,0,0
158,0.0008600559854983669,1.0,4.999361008221494,144.94400023729162,0.010750699818729587,191.24819066989903,0,0
159,0.003297392146126762,1.0,4.937873096259158,138.96757661639637,0.041217401826584524,191.907185113674,0,0
