step,global_shape_C,spread,distance_to_target,target_x,target_y,status
112,0.7162791838832909,0.02500519475296322,0.29213803326347837,0.4926701530408251,0.10008772661006177,PASS
113,0.7189841811275343,0.02400915546739069,0.2912468849221055,0.5073298469591747,0.10008772661006177,PASS
114,0.720315731968387,0.023230715448179978,0.2915285464190662,0.5219766818352595,0.10078930862869134,PASS
115,0.7159057629338753,0.026038742261423546,0.29002094067909695,0.5365849621436789,0.10219124185269068,PASS
116,0.715208716757959,0.02753194226073187,0.2871592484007216,0.5511290599968439,0.10429106681480466,PASS
117,0.7145765619738217,0.02830273026311121,0.28602247187494484,0.5655834601050035,0.10708509970852448,PASS
118,0.7178417766471641,0.027667931990634647,0.2835279492144583,0.5799228045387294,0.11056843885073586,PASS
119,0.7204953557959105,0.02728875184474509,0.28115892564324907,0.5941219372153429,0.11473497328093668,PASS
120,0.7152396449243479,0.03037232890233405,0.28001962158873006,0.6081559480312315,0.11957739348193852,PASS
121,0.7168869473106745,0.02944614148254146,0.2802759621553033,0.6220002165626353,0.12508720420324337,PASS
122,0.7134188437576461,0.031668029366308054,0.27905637188717214,0.635630455258236,0.13125473936459975,PASS
123,0.7165170446879479,0.03120267353253405,0.27634701030873005,0.6490227520477754,0.13806917901359217,PASS
124,0.7192194080220145,0.03032600209833508,0.27516073472664426,0.6621536122919516,0.14551856830751408,PASS
125,0.7189440091538167,0.031370120311463225,0.27289468777907094,0.6749999999999998,0.15358983848622437,PASS
126,0.7202264776200686,0.03108991180027886,0.271992123474217,0.6875393782426489,0.162268829799194,PASS
127,0.7198118517496284,0.030550349261571175,0.2738593121590366,0.6997497486895511,0.1715403163465184,PASS
128,0.7221768441176036,0.03116640417588298,0.269362934413288,0.711609690201831,0.18138803279032129,PASS
129,0.7272899411441831,0.02961705316974793,0.26684494064540126,0.7230983964120412,0.19179470288968414,PASS
130,0.7277892970385824,0.02908956894801865,0.2675394563317253,0.7341957122256002,0.20274206980904214,PASS
131,0.7257419598543318,0.030377271218656077,0.2668793721354451,0.744882169179678,0.21421092814687875,PASS
132,0.7273007957748652,0.029645896527693612,0.2667592639621844,0.7551390195974939,0.22618115762852442,PASS
133,0.7317346532725593,0.028186605555321816,0.2648651695209964,0.7649482694781147,0.23863175840395773,PASS
134,0.7281193011461857,0.03050688293723213,0.2635836662241875,0.7742927100640438,0.25154088788867573,PASS
135,0.7323238719505819,0.02861950214713293,0.2630464046939403,0.7831559480312316,0.26488589908301063,PASS
136,0.7361570251449107,0.027518158124033326,0.26100832325877826,0.7915224342485347,0.27864338030266234,PASS
137,0.7428201488875181,0.02462210259944867,0.2599195573919806,0.7993774910561773,0.29278919625074784,PASS
138,0.7423767813411137,0.023496425372874608,0.2632879598914213,0.8067073380153522,0.30729853035931387,PASS
139,0.7371938437152772,0.025751156005017484,0.26412980534335984,0.8134991160837945,0.322145928326029,PASS
140,0.7350442499486742,0.026275759140502144,0.26550528971290194,0.8197409101749102,0.3373053427696796,PASS
141,0.7372131825339241,0.02568884498729243,0.2642614093643638,0.8254217700608879,0.3527501789261285,PASS
142,0.7414401953568307,0.022703726552615173,0.2664404394224237,0.8305317295831184,0.36845334130456675,PASS
143,0.7373993025036186,0.024579036445066656,0.26680328075781007,0.8350618241362235,0.38438728122221144,PASS
144,0.7384119137914948,0.02379374809325912,0.2675007375274836,0.8390041063950209,0.40052404513405787,PASS
145,0.7374721963389649,0.02469561935317291,0.26642070619336167,0.842351660256832,0.41683532367289605,PASS
146,0.7375236959262894,0.024270306722555875,0.2674196132857485,0.8450986129746767,0.4332925013135589,PASS
147,0.7327188413043867,0.02428793033890538,0.27338162252225323,0.8472401454600673,0.44986670657427846,PASS
148,0.7333461373786292,0.02418742660598001,0.2728487617617635,0.8487725007373265,0.46652886266707366,PASS
149,0.7322160300632351,0.024663460347312986,0.27307131155267367,0.8496929905346005,0.48324973850832004,PASS
