step,time_hours,x_m,y_m,corridor_center_y_m,corridor_error_m,vx_m_s,vy_m_s,speed_m_s,distance_to_earth_m,distance_to_moon_m,boundary_pressure,status
222,37.0,512541.4068192553,141503.19344359686,117287.63024007874,24215.56320351812,1204.9229725172538,332.65692582627184,1250.0000000000002,531715.9462147034,383887484.6726379,0.16674567038126356,STABLE_CORRIDOR
223,37.166666666666664,-210412.37552091235,-58090.966290713724,0.0,-58090.966290713724,-1204.922970566946,-332.6569328905176,1250.0,218284.05378529662,384610416.762506,0.1662473465680322,STABLE_CORRIDOR
224,37.333333333333336,512541.4039688145,141503.20376823223,117287.62958780074,24215.57418043149,1204.9229658162114,332.65695009824327,1250.0,531715.9462147034,383887484.67549217,0.16674567776528493,STABLE_CORRIDOR
225,37.5,-210412.37435072754,-58090.97052926151,0.0,-58090.97052926151,-1204.9229638659035,-332.65695716248956,1250.0,218284.05378529656,384610416.76133657,0.16624735402691806,STABLE_CORRIDOR
226,37.666666666666664,512541.40111837327,141503.2140928684,117287.62893552263,24215.585157345777,1204.922959115168,332.6569743702165,1249.9999999999998,531715.9462147034,383887484.6783464,0.1667456851493068,STABLE_CORRIDOR
227,37.833333333333336,-210412.37318054284,-58090.97476780959,0.0,-58090.97476780959,-1204.9229571648602,-332.6569814344633,1250.0000000000002,218284.05378529674,384610416.760167,0.16624736148580455,STABLE_CORRIDOR
228,38.0,512541.39826793154,141503.22441750515,117287.62828324438,24215.596134260762,1204.922952414124,332.65699864219124,1250.0,531715.9462147033,383887484.6812007,0.1667456925333292,STABLE_CORRIDOR
229,38.166666666666664,-210412.3720103578,-58090.97900635793,0.0,-58090.97900635793,-1204.9229504638156,-332.65700570643844,1250.0,218284.05378529674,384610416.75899744,0.16624736894469147,STABLE_CORRIDOR
230,38.333333333333336,512541.3954174896,141503.2347421427,117287.62763096612,24215.607111176578,1204.922945713079,332.6570229141677,1250.0,531715.9462147034,383887484.68405485,0.1667456999173521,STABLE_CORRIDOR
231,38.5,-210412.3708401724,-58090.9832449065,0.0,-58090.9832449065,-1204.92294376277,-332.6570299784153,1250.0,218284.05378529656,384610416.75782794,0.16624737640357898,STABLE_CORRIDOR
232,38.666666666666664,512541.39256704715,141503.2450667809,117287.62697868775,24215.618088093135,1204.9229390120327,332.65704718614563,1250.0,531715.9462147034,383887484.68690914,0.16674570730137556,STABLE_CORRIDOR
233,38.833333333333336,-210412.36966998712,-58090.98748345539,0.0,-58090.98748345539,-1204.9229370617238,-332.6570542503938,1250.0,218284.05378529665,384610416.7566583,0.16624738386246696,STABLE_CORRIDOR
234,39.0,512541.3897166044,141503.25539141966,117287.62632640926,24215.629065010406,1204.9229323109857,332.6570714581251,1250.0000000000002,531715.9462147035,383887484.68976337,0.1667457146853995,STABLE_CORRIDOR
235,39.166666666666664,-210412.3684998015,-58090.99172200449,0.0,-58090.99172200449,-1204.9229303606764,-332.6570785223736,1250.0,218284.0537852966,384610416.7554889,0.16624739132135546,STABLE_CORRIDOR
236,39.333333333333336,512541.386866161,141503.26571605908,117287.62567413066,24215.64004192842,1204.9229256099375,332.65709573010594,1250.0,531715.9462147034,383887484.69261765,0.16674572206942392,STABLE_CORRIDOR
237,39.5,-210412.36732961575,-58090.99596055396,0.0,-58090.99596055396,-1204.922923659628,-332.65710279435507,1250.0,218284.05378529656,384610416.75431925,0.16624739878024447,STABLE_CORRIDOR
238,39.666666666666664,512541.3840157173,141503.2760406994,117287.62502185197,24215.65101884742,1204.9229189088885,332.6571200020889,1250.0,531715.9462147034,383887484.6954719,0.1667457294534489,STABLE_CORRIDOR
239,39.833333333333336,-210412.3661594299,-58091.0001991037,0.0,-58091.0001991037,-1204.9229169585788,-332.6571270663385,1250.0,218284.0537852966,384610416.75314975,0.16624740623913412,STABLE_CORRIDOR
240,40.0,512541.38116527314,141503.28636534026,117287.62436957318,24215.661995767077,1204.9229122078384,332.6571442740733,1250.0,531715.9462147034,383887484.6983262,0.16674573683747446,STABLE_CORRIDOR
241,40.166666666666664,-210412.3649892439,-58091.004437653784,0.0,-58091.004437653784,-1204.9229102575284,-332.6571513383234,1250.0,218284.0537852967,384610416.7519801,0.16624741369802426,STABLE_CORRIDOR
242,40.333333333333336,512541.3783148284,141503.2966899819,117287.62371729428,24215.672972687607,1204.9229055067872,332.65716854605944,1249.9999999999998,531715.9462147031,383887484.7011804,0.1667457442215005,STABLE_CORRIDOR
243,40.5,-210412.36381905794,-58091.00867620422,0.0,-58091.00867620422,-1204.9229035564772,-332.65717561031016,1250.0,218284.053785297,384610416.7508106,0.16624742115691496,STABLE_CORRIDOR
244,40.666666666666664,512541.3754643834,141503.3070146243,117287.6230650153,24215.683949608996,1204.9228988057355,332.6571928180475,1250.0,531715.9462147031,383887484.7040346,0.16674575160552718,STABLE_CORRIDOR
245,40.833333333333336,-210412.36264887138,-58091.01291475486,0.0,-58091.01291475486,-1204.9228968554246,-332.6571998822986,1250.0,218284.05378529688,384610416.74964106,0.16624742861580624,STABLE_CORRIDOR
246,41.0,512541.37261393806,141503.31733926752,117287.62241273625,24215.694926531272,1204.9228921046824,332.6572170900373,1250.0000000000002,531715.9462147031,383887484.7068889,0.16674575898955438,STABLE_CORRIDOR
247,41.166666666666664,-210412.36147868482,-58091.01715330576,0.0,-58091.01715330576,-1204.9228901543715,-332.6572241542888,1250.0000000000002,218284.0537852969,384610416.74847156,0.16624743607469814,STABLE_CORRIDOR
248,41.333333333333336,512541.36976349214,141503.32766391124,117287.6217604571,24215.705903454145,1204.9228854036282,332.65724136202834,1250.0,531715.946214703,383887484.70974314,0.16674576637358218,STABLE_CORRIDOR
249,41.5,-210412.36030849814,-58091.02139185698,0.0,-58091.02139185698,-1204.9228834533171,-332.6572484262804,1250.0,218284.053785297,384610416.747302,0.16624744353359044,STABLE_CORRIDOR
250,41.666666666666664,512541.3669130459,141503.3379885557,117287.6211081778,24215.71688037789,1204.9228787025734,332.65726563402114,1250.0,531715.946214703,383887484.7125974,0.1667457737576104,STABLE_CORRIDOR
251,41.833333333333336,-210412.35913831124,-58091.02563040852,0.0,-58091.02563040852,-1204.9228767522618,-332.6572726982737,1250.0,218284.05378529703,384610416.74613243,0.16624745099248334,STABLE_CORRIDOR
252,42.0,512541.36406259914,141503.34831320093,117287.62045589845,24215.72785730248,1204.9228720015174,332.65728990601576,1250.0,531715.9462147029,383887484.7154516,0.1667457811416392,STABLE_CORRIDOR
253,42.166666666666664,-210412.3579681242,-58091.029868960264,0.0,-58091.029868960264,-1204.9228700512056,-332.65729697026865,1250.0,218284.05378529712,384610416.74496293,0.1662474584513768,STABLE_CORRIDOR
254,42.333333333333336,512541.36121215206,141503.35863784666,117287.61980361899,24215.738834227668,1204.9228653004604,332.6573141780115,1250.0,531715.9462147028,383887484.71830595,0.16674578852566851,STABLE_CORRIDOR
255,42.5,-210412.35679793695,-58091.03410751227,0.0,-58091.03410751227,-1204.9228633501484,-332.65732124226486,1250.0,218284.05378529712,384610416.74379337,0.16624746591027068,STABLE_CORRIDOR
256,42.666666666666664,512541.3583617046,141503.3689624931,117287.61915133943,24215.749811153684,1204.9228585994026,332.657338450009,1250.0,531715.9462147028,383887484.7211602,0.16674579590969826,STABLE_CORRIDOR
257,42.833333333333336,-210412.35562774958,-58091.0383460646,0.0,-58091.0383460646,-1204.9228566490904,-332.65734551426283,1250.0,218284.05378529718,384610416.74262387,0.16624747336916512,STABLE_CORRIDOR
258,43.0,512541.3555112567,141503.3792871403,117287.61849905981,24215.760788080486,1204.9228518983439,332.65736272200814,1250.0,531715.9462147028,383887484.7240144,0.1667458032937286,STABLE_CORRIDOR
259,43.166666666666664,-210412.35445756197,-58091.042584617244,0.0,-58091.042584617244,-1204.9228499480312,-332.65736978626256,1250.0,218284.0537852972,384610416.74145424,0.1662474808280601,STABLE_CORRIDOR
260,43.333333333333336,512541.3526608085,141503.3896117882,117287.61784678008,24215.771765008132,1204.922845197284,332.6573869940091,1250.0,531715.9462147028,383887484.7268687,0.16674581067775948,STABLE_CORRIDOR
261,43.5,-210412.35328737414,-58091.046823170065,0.0,-58091.046823170065,-1204.922843246971,-332.6573940582638,1250.0,218284.05378529712,384610416.74028474,0.16624748828695562,STABLE_CORRIDOR
262,43.666666666666664,512541.34981035977,141503.39993643676,117287.61719450027,24215.78274193649,1204.9228384962232,332.65741126601137,1250.0,531715.9462147028,383887484.7297229,0.1667458180617908,STABLE_CORRIDOR
263,43.833333333333336,-210412.3521171864,-58091.05106172335,0.0,-58091.05106172335,-1204.9228365459103,-332.65741833026686,1250.0000000000002,218284.05378529735,384610416.7391151,0.16624749574585165,STABLE_CORRIDOR
264,44.0,512541.34695991036,141503.4102610861,117287.61654222028,24215.793718865825,1204.9228317951613,332.65743553801576,1250.0,531715.9462147026,383887484.73257715,0.16674582544582278,STABLE_CORRIDOR
265,44.166666666666664,-210412.35094699834,-58091.05530027687,0.0,-58091.05530027687,-1204.922829844848,-332.6574426022716,1250.0,218284.05378529744,384610416.7379457,0.16624750320474832,STABLE_CORRIDOR
266,44.333333333333336,512541.3441094608,141503.42058573625,117287.61588994027,24215.80469579599,1204.9228250940987,332.65745981002186,1250.0,531715.9462147026,383887484.73543143,0.1667458328298553,STABLE_CORRIDOR
267,44.5,-210412.34977680992,-58091.059538830654,0.0,-58091.059538830654,-1204.9228231437846,-332.65746687427816,1250.0,218284.05378529732,384610416.73677605,0.16624751066364557,STABLE_CORRIDOR
268,44.666666666666664,512541.34125901083,141503.43091038705,117287.61523766015,24215.815672726894,1204.9228183930345,332.6574840820295,1249.9999999999998,531715.9462147026,383887484.7382857,0.1667458402138884,STABLE_CORRIDOR
269,44.833333333333336,-210412.3486066216,-58091.06377738473,0.0,-58091.06377738473,-1204.9228164427207,-332.6574911462863,1250.0,218284.05378529747,384610416.73560655,0.16624751812254335,STABLE_CORRIDOR
270,45.0,512541.3384085605,141503.44123503836,117287.61458537998,24215.826649658382,1204.92281169197,332.6575083540385,1250.0,531715.9462147026,383887484.7411399,0.16674584759792202,STABLE_CORRIDOR
271,45.166666666666664,-210412.34743643284,-58091.068015938945,0.0,-58091.068015938945,-1204.9228097416556,-332.65751541829553,1249.9999999999998,218284.05378529732,384610416.734437,0.16624752558144154,STABLE_CORRIDOR
272,45.333333333333336,512541.3355581097,141503.4515596903,117287.61393309964,24215.837626590655,1204.9228049909043,332.65753262604875,1249.9999999999998,531715.9462147024,383887484.74399424,0.166745854981956,STABLE_CORRIDOR
273,45.5,-210412.3462662442,-58091.07225449363,0.0,-58091.07225449363,-1204.9228030405898,-332.6575396903065,1250.0,218284.05378529747,384610416.7332674,0.1662475330403402,STABLE_CORRIDOR
274,45.666666666666664,512541.3327076584,141503.46188434312,117287.61328081925,24215.848603523875,1204.9227982898376,332.6575568980613,1249.9999999999998,531715.9462147024,383887484.74684846,0.16674586236599054,STABLE_CORRIDOR
275,45.833333333333336,-210412.34509605542,-58091.076493048546,0.0,-58091.076493048546,-1204.922796339523,-332.65756396231944,1250.0000000000002,218284.0537852977,384610416.73209786,0.16624754049923957,STABLE_CORRIDOR
276,46.0,512541.32985720667,141503.47220899648,117287.61262853873,24215.85958045775,1204.9227915887702,332.65758117007505,1250.0,531715.9462147023,383887484.7497027,0.16674586975002573,STABLE_CORRIDOR
277,46.166666666666664,-210412.3439258663,-58091.080731603695,0.0,-58091.080731603695,-1204.922789638455,-332.6575882343336,1250.0,218284.0537852977,384610416.73092836,0.16624754795813934,STABLE_CORRIDOR
278,46.333333333333336,512541.3270067547,141503.4825336506,117287.61197625815,24215.870557392438,1204.9227848877017,332.65760544209047,1250.0,531715.9462147023,383887484.752557,0.1667458771340613,STABLE_CORRIDOR
279,46.5,-210412.34275567706,-58091.084970159165,0.0,-58091.084970159165,-1204.9227829373863,-332.6576125063496,1250.0,218284.0537852978,384610416.72975874,0.16624755541703962,STABLE_CORRIDOR
280,46.666666666666664,512541.32415630214,141503.4928583054,117287.61132397744,24215.881534327957,1204.922778186632,332.6576297141076,1250.0,531715.9462147022,383887484.75541127,0.16674588451809746,STABLE_CORRIDOR
281,46.833333333333336,-210412.3415854876,-58091.089208714926,0.0,-58091.089208714926,-1204.9227762363162,-332.6576367783672,1249.9999999999998,218284.05378529782,384610416.7285893,0.16624756287594053,STABLE_CORRIDOR
282,47.0,512541.32130584936,141503.503182961,117287.61067169666,24215.892511264334,1204.9227714855615,332.65765398612655,1250.0,531715.9462147022,383887484.75826544,0.16674589190213418,STABLE_CORRIDOR
283,47.166666666666664,-210412.3404152979,-58091.09344727095,0.0,-58091.09344727095,-1204.9227695352454,-332.6576610503866,1250.0,218284.0537852978,384610416.7274197,0.166247570334842,STABLE_CORRIDOR
284,47.333333333333336,512541.3184553961,141503.51350761726,117287.61001941582,24215.90348820144,1204.92276478449,332.65767825814703,1250.0,531715.9462147022,383887484.7611197,0.16674589928617142,STABLE_CORRIDOR
285,47.5,-210412.33924510796,-58091.09768582726,0.0,-58091.09768582726,-1204.9227628341735,-332.65768532240753,1250.0,218284.05378529764,384610416.72625005,0.166247577793744,STABLE_CORRIDOR
286,47.666666666666664,512541.3156049425,141503.5238322743,117287.6093671349,24215.914465139416,1204.9227580834174,332.6577025301693,1250.0,531715.9462147024,383887484.763974,0.16674590667020922,STABLE_CORRIDOR
287,47.833333333333336,-210412.33807491802,-58091.10192438384,0.0,-58091.10192438384,-1204.9227561331008,-332.65770959443023,1250.0,218284.05378529773,384610416.72508055,0.16624758525264652,STABLE_CORRIDOR
288,48.0,512541.31275448843,141503.53415693177,117287.60871485382,24215.925442077947,1204.9227513823441,332.65772680219266,1250.0000000000002,531715.9462147023,383887484.76682824,0.16674591405424755,STABLE_CORRIDOR
289,48.166666666666664,-210412.33690472785,-58091.106162940705,0.0,-58091.106162940705,-1204.922749432027,-332.6577338664541,1250.0,218284.05378529773,384610416.723911,0.16624759271154946,STABLE_CORRIDOR
290,48.333333333333336,512541.3099040338,141503.54448159004,117287.60806257263,24215.93641901741,1204.9227446812695,332.6577510742179,1250.0,531715.9462147022,383887484.7696825,0.16674592143828632,STABLE_CORRIDOR
291,48.5,-210412.3357345377,-58091.11040149789,0.0,-58091.11040149789,-1204.9227427309525,-332.6577581384799,1250.0000000000002,218284.05378529787,384610416.7227415,0.16624760017045304,STABLE_CORRIDOR
292,48.666666666666664,512541.30705357867,141503.55480624895,117287.60741029137,24215.947395957584,1204.922737980194,332.65777534624476,1249.9999999999998,531715.946214702,383887484.7725368,0.16674592882232564,STABLE_CORRIDOR
293,48.833333333333336,-210412.3345643473,-58091.11464005537,0.0,-58091.11464005537,-1204.9227360298767,-332.6577824105072,1250.0,218284.053785298,384610416.72157186,0.16624760762935714,STABLE_CORRIDOR
294,49.0,512541.3042031232,141503.56513090862,117287.60675800998,24215.958372898647,1204.9227312791174,332.6577996182733,1249.9999999999998,531715.946214702,383887484.775391,0.16674593620636552,STABLE_CORRIDOR
295,49.166666666666664,-210412.33339415677,-58091.11887861314,0.0,-58091.11887861314,-1204.9227293288,-332.65780668253626,1250.0,218284.05378529817,384610416.72040236,0.1662476150882618,STABLE_CORRIDOR
296,49.333333333333336,512541.3013526673,141503.57545556896,117287.6061057285,24215.969349840467,1204.92272457804,332.6578238903035,1249.9999999999998,531715.9462147017,383887484.77824533,0.16674594359040595,STABLE_CORRIDOR
297,49.5,-210412.33222396602,-58091.12311717123,0.0,-58091.12311717123,-1204.9227226277221,-332.657830954567,1250.0,218284.05378529828,384610416.7192328,0.16624762254716693,STABLE_CORRIDOR
298,49.666666666666664,512541.2985022109,141503.58578023006,117287.60545344694,24215.980326783116,1204.9227178769615,332.6578481623355,1249.9999999999998,531715.9462147015,383887484.7810996,0.1667459509744469,STABLE_CORRIDOR
299,49.833333333333336,-210412.33105377515,-58091.12735572955,0.0,-58091.12735572955,-1204.9227159266434,-332.65785522659934,1249.9999999999998,218284.05378529843,384610416.71806324,0.16624763000607273,STABLE_CORRIDOR
300,50.0,512541.29565175425,141503.59610489177,117287.60480116529,24215.991303726478,1204.9227111758823,332.65787243436887,1250.0,531715.9462147015,383887484.78395385,0.1667459583584884,STABLE_CORRIDOR
301,50.166666666666664,-210412.32988358417,-58091.131594288134,0.0,-58091.131594288134,-1204.922709225564,-332.6578794986332,1250.0,218284.05378529863,384610416.71689373,0.16624763746497895,STABLE_CORRIDOR
302,50.333333333333336,512541.29280129715,141503.60642955411,117287.60414888355,24216.002280670567,1204.9227044748022,332.65789670640373,1250.0,531715.9462147014,383887484.7868081,0.16674596574253037,STABLE_CORRIDOR
303,50.5,-210412.32871339272,-58091.13583284698,0.0,-58091.13583284698,-1204.9227025244832,-332.6579037706685,1249.9999999999998,218284.05378529857,384610416.7157242,0.16624764492388563,STABLE_CORRIDOR
304,50.666666666666664,512541.2899508398,141503.6167542173,117287.60349660175,24216.01325761556,1204.922697773721,332.6579209784405,1250.0,531715.9462147014,383887484.78966236,0.16674597312657286,STABLE_CORRIDOR
305,50.833333333333336,-210412.32754320116,-58091.140071406146,0.0,-58091.140071406146,-1204.9226958234017,-332.65792804270575,1250.0,218284.0537852985,384610416.7145546,0.16624765238279293,STABLE_CORRIDOR
306,51.0,512541.28710038215,141503.62707888117,117287.60284431984,24216.024234561322,1204.9226910726388,332.65794525047886,1250.0000000000002,531715.9462147016,383887484.79251665,0.16674598051061593,STABLE_CORRIDOR
307,51.166666666666664,-210412.32637300948,-58091.144309965544,0.0,-58091.144309965544,-1204.9226891223193,-332.65795231474453,1250.0,218284.0537852985,384610416.71338505,0.1662476598417008,STABLE_CORRIDOR
308,51.333333333333336,512541.2842499239,141503.6374035456,117287.60219203788,24216.035211507726,1204.9226843715555,332.6579695225186,1250.0,531715.9462147015,383887484.7953709,0.16674598789465953,STABLE_CORRIDOR
309,51.5,-210412.32520281756,-58091.148548525205,0.0,-58091.148548525205,-1204.9226824212358,-332.6579765867847,1250.0,218284.05378529849,384610416.7122155,0.16624766730060914,STABLE_CORRIDOR
310,51.666666666666664,512541.2813994653,141503.64772821072,117287.60153975576,24216.04618845496,1204.9226776704713,332.6579937945599,1250.0,531715.9462147016,383887484.79822516,0.16674599527870354,STABLE_CORRIDOR
311,51.833333333333336,-210412.32403262565,-58091.152787085244,0.0,-58091.152787085244,-1204.9226757201516,-332.6580008588266,1250.0000000000002,218284.0537852986,384610416.711046,0.16624767475951802,STABLE_CORRIDOR
312,52.0,512541.278549006,141503.65805287665,117287.60088747354,24216.05716540311,1204.922670969386,332.6580180666032,1249.9999999999998,531715.9462147014,383887484.8010794,0.1667460026627481,STABLE_CORRIDOR
313,52.166666666666664,-210412.3228624335,-58091.157025645574,0.0,-58091.157025645574,-1204.9226690190658,-332.6580251308704,1250.0,218284.0537852987,384610416.7098764,0.16624768221842745,STABLE_CORRIDOR
314,52.333333333333336,512541.2756985463,141503.66837754325,117287.6002351912,24216.068142352044,1204.9226642682997,332.65804233864804,1249.9999999999998,531715.9462147012,383887484.8039337,0.16674601004679337,STABLE_CORRIDOR
315,52.5,-210412.32169224124,-58091.161264206225,0.0,-58091.161264206225,-1204.9226623179793,-332.65804940291576,1250.0,218284.0537852988,384610416.70870686,0.16624768967733747,STABLE_CORRIDOR
316,52.666666666666664,512541.2728480863,141503.67870221066,117287.59958290878,24216.07911930188,1204.9226575672126,332.6580666106948,1250.0,531715.9462147012,383887484.80678797,0.16674601743083906,STABLE_CORRIDOR
317,52.833333333333336,-210412.32052204886,-58091.165502767166,0.0,-58091.165502767166,-1204.922655616892,-332.658073674963,1250.0,218284.053785299,384610416.7075373,0.16624769713624807,STABLE_CORRIDOR
318,53.0,512541.26999762584,141503.6890268787,117287.59893062626,24216.090096252447,1204.9226508661245,332.6580908827431,1250.0,531715.946214701,383887484.80964226,0.1667460248148854,STABLE_CORRIDOR
319,53.166666666666664,-210412.31935185625,-58091.16974132834,0.0,-58091.16974132834,-1204.9226489158034,-332.65809794701175,1250.0,218284.05378529913,384610416.70636773,0.1662477045951592,STABLE_CORRIDOR
320,53.333333333333336,512541.267147165,141503.69935154743,117287.59827834368,24216.101073203754,1204.9226441650355,332.65811515479294,1250.0000000000002,531715.9462147009,383887484.8124965,0.16674603219893222,STABLE_CORRIDOR
321,53.5,-210412.31818166317,-58091.17397988975,0.0,-58091.17397988975,-1204.9226422147137,-332.65812221906197,1249.9999999999998,218284.05378529892,384610416.70519817,0.1662477120540708,STABLE_CORRIDOR
322,53.666666666666664,512541.264296704,141503.70967621688,117287.59762606102,24216.11205015586,1204.9226374639452,332.6581394268444,1250.0,531715.946214701,383887484.8153507,0.16674603958297954,STABLE_CORRIDOR
323,53.833333333333336,-210412.3170114702,-58091.178218451474,0.0,-58091.178218451474,-1204.9226355136236,-332.65814649111394,1250.0,218284.05378529904,384610416.70402867,0.16624771951298298,STABLE_CORRIDOR
324,54.0,512541.26144624245,141503.72000088697,117287.59697377827,24216.123027108697,1204.9226307628544,332.6581636988974,1250.0,531715.946214701,383887484.81820506,0.1667460469670274,STABLE_CORRIDOR
325,54.166666666666664,-210412.31584127678,-58091.182457013434,0.0,-58091.182457013434,-1204.9226288125321,-332.65817076316733,1250.0,218284.05378529886,384610416.70285904,0.16624772697189563,STABLE_CORRIDOR
326,54.333333333333336,512541.2585957806,141503.73032555787,117287.59632149541,24216.134004062464,1204.9226240617622,332.65818797095216,1250.0,531715.9462147013,383887484.8210593,0.16674605435107576,STABLE_CORRIDOR
327,54.5,-210412.31467108324,-58091.18669557574,0.0,-58091.18669557574,-1204.9226221114398,-332.6581950352227,1250.0,218284.05378529872,384610416.7016896,0.1662477344308089,STABLE_CORRIDOR
328,54.666666666666664,512541.25574531814,141503.7406502294,117287.59566921245,24216.144981016943,1204.922617360669,332.65821224300856,1249.9999999999998,531715.9462147012,383887484.8239136,0.1667460617351247,STABLE_CORRIDOR
329,54.833333333333336,-210412.31350088993,-58091.1909341384,0.0,-58091.1909341384,-1204.9226154103467,-332.65821930727964,1250.0000000000002,218284.053785299,384610416.70052,0.1662477418897227,STABLE_CORRIDOR
330,55.0,512541.2528948552,141503.7509749016,117287.59501692938,24216.155957972223,1204.9226106595752,332.6582365150667,1250.0,531715.946214701,383887484.8267678,0.1667460691191742,STABLE_CORRIDOR
331,55.166666666666664,-210412.31233069615,-58091.19517270129,0.0,-58091.19517270129,-1204.9226087092522,-332.65824357933815,1250.0,218284.05378529898,384610416.6993505,0.166247749348637,STABLE_CORRIDOR
332,55.333333333333336,512541.25004439184,141503.76129957451,117287.59436464621,24216.166934928304,1204.92260395848,332.6582607871263,1250.0,531715.9462147009,383887484.8296221,0.1667460765032242,STABLE_CORRIDOR
333,55.5,-210412.3111605025,-58091.199411264504,0.0,-58091.199411264504,-1204.9226020081571,-332.65826785139836,1250.0000000000002,218284.05378529927,384610416.6981809,0.16624775680755188,STABLE_CORRIDOR
334,55.666666666666664,512541.2471939279,141503.77162424807,117287.5937123629,24216.17791188517,1204.922597257384,332.6582850591876,1250.0,531715.9462147007,383887484.8324764,0.16674608388727472,STABLE_CORRIDOR
335,55.833333333333336,-210412.30999030848,-58091.20364982801,0.0,-58091.20364982801,-1204.9225953070606,-332.6582921234601,1250.0,218284.05378529936,384610416.6970113,0.16624776426646728,STABLE_CORRIDOR
336,56.0,512541.2443434638,141503.78194892243,117287.59306007957,24216.188888842866,1204.922590556287,332.65830933125073,1250.0,531715.9462147007,383887484.83533067,0.1667460912713258,STABLE_CORRIDOR
337,56.166666666666664,-210412.30882011424,-58091.2078883918,0.0,-58091.2078883918,-1204.9225886059635,-332.65831639552374,1250.0,218284.0537852994,384610416.6958418,0.16624777172538327,STABLE_CORRIDOR
338,56.333333333333336,512541.24149299914,141503.79227359753,117287.59240779608,24216.19986580145,1204.922583855189,332.65833360331555,1250.0,531715.9462147005,383887484.8381849,0.16674609865537746,STABLE_CORRIDOR
339,56.5,-210412.30764992,-58091.212126955856,0.0,-58091.212126955856,-1204.9225819048652,-332.65834066758896,1250.0,218284.0537852996,384610416.69467217,0.16624777918429984,STABLE_CORRIDOR
340,56.666666666666664,512541.2386425341,141503.80259827312,117287.59175551253,24216.210842760585,1204.9225771540903,332.6583578753816,1250.0,531715.9462147004,383887484.8410392,0.1667461060394296,STABLE_CORRIDOR
341,56.833333333333336,-210412.3064797254,-58091.2163655202,0.0,-58091.2163655202,-1204.922575203766,-332.65836493965554,1250.0,218284.05378529962,384610416.69350266,0.16624778664321677,STABLE_CORRIDOR
342,57.0,512541.23579206865,141503.81292294958,117287.59110322884,24216.22181972074,1204.9225704529902,332.65838214744963,1250.0,531715.9462147002,383887484.84389347,0.16674611342348225,STABLE_CORRIDOR
343,57.166666666666664,-210412.3053095307,-58091.22060408481,0.0,-58091.22060408481,-1204.9225685026656,-332.658389211724,1250.0,218284.05378529968,384610416.6923331,0.1662477941021344,STABLE_CORRIDOR
344,57.333333333333336,512541.23294160306,141503.82324762671,117287.59045094516,24216.23279668155,1204.9225637518896,332.6584064195192,1250.0000000000002,531715.9462147005,383887484.8467477,0.1667461208075355,STABLE_CORRIDOR
345,57.5,-210412.30413933576,-58091.22484264971,0.0,-58091.22484264971,-1204.9225618015646,-332.65841348379405,1250.0,218284.0537852997,384610416.69116354,0.16624780156105248,STABLE_CORRIDOR
346,57.666666666666664,512541.23009113665,141503.83357230455,117287.5897986613,24216.243773643248,1204.9225570507874,332.6584306915904,1250.0,531715.9462147002,383887484.849602,0.16674612819158924,STABLE_CORRIDOR
347,57.833333333333336,-210412.3029691407,-58091.22908121493,0.0,-58091.22908121493,-1204.9225551004622,-332.6584377558658,1249.9999999999998,218284.0537852998,384610416.68999404,0.16624780901997113,STABLE_CORRIDOR
348,58.0,512541.2272406701,141503.84389698305,117287.58914637739,24216.254750605658,1204.9225503496848,332.6584549636633,1250.0,531715.9462147002,383887484.8524562,0.16674613557564355,STABLE_CORRIDOR
349,58.166666666666664,-210412.3017989454,-58091.23331978041,0.0,-58091.23331978041,-1204.9225483993591,-332.6584620279391,1250.0,218284.0537852998,384610416.6888244,0.16624781647889036,STABLE_CORRIDOR
350,58.333333333333336,512541.22439020313,141503.85422166233,117287.58849409339,24216.26572756894,1204.9225436485808,332.6584792357379,1250.0,531715.9462147002,383887484.85531056,0.16674614295969833,STABLE_CORRIDOR
351,58.5,-210412.30062874977,-58091.237558346154,0.0,-58091.237558346154,-1204.922541698255,-332.65848630001415,1249.9999999999998,218284.05378529962,384610416.68765485,0.1662478239378101,STABLE_CORRIDOR
352,58.666666666666664,512541.2215397358,141503.8645463424,117287.5878418093,24216.2767045331,1204.922536947476,332.65850350781426,1250.0,531715.9462147004,383887484.8581648,0.16674615034375373,STABLE_CORRIDOR
353,58.833333333333336,-210412.29945855413,-58091.24179691222,0.0,-58091.24179691222,-1204.9225349971498,-332.658510572091,1249.9999999999998,218284.05378529962,384610416.68648535,0.16624783139673044,STABLE_CORRIDOR
354,59.0,512541.218689268,141503.87487102312,117287.5871895251,24216.28768149801,1204.9225302463701,332.6585277798922,1250.0,531715.9462147005,383887484.8610191,0.16674615772780968,STABLE_CORRIDOR
355,59.166666666666664,-210412.29828835826,-58091.24603547854,0.0,-58091.24603547854,-1204.9225282960438,-332.6585348441694,1250.0,218284.05378529956,384610416.6853158,0.1662478388556513,STABLE_CORRIDOR
356,59.333333333333336,512541.21583879984,141503.88519570447,117287.58653724083,24216.29865846364,1204.9225235452634,332.6585520519717,1250.0,531715.9462147006,383887484.86387336,0.1667461651118661,STABLE_CORRIDOR
357,59.5,-210412.29711816227,-58091.25027404516,0.0,-58091.25027404516,-1204.9225215949368,-332.65855911624936,1250.0,218284.05378529956,384610416.6841462,0.16624784631457265,STABLE_CORRIDOR
