step,global_coherence,fragmentation,variance,avg_trust,avg_echo_integrity,quarantined_nodes,alive,edges,avg_degree,edge_efficiency,state
43,0.8229396063110221,0.17706039368897786,0.003194849489561703,0.9600124999999999,1.0,0,60,60,2.0,0.013715660105183703,ADAPTING
44,0.8203851031661759,0.17961489683382414,0.0023677380442228115,0.9611500000000001,1.0,0,60,60,2.0,0.013673085052769597,ADAPTING
45,0.8162022075609668,0.18379779243903316,0.0016415861534570004,0.9614125,1.0,0,60,60,2.0,0.013603370126016114,ADAPTING
46,0.8109400811711809,0.18905991882881912,0.001988237751401408,0.9609750000000001,1.0,0,60,60,2.0,0.01351566801951968,ADAPTING
47,0.809887013304849,0.19011298669515098,0.0031215140567533955,0.9615875000000002,1.0,0,60,60,2.0,0.01349811688841415,ADAPTING
48,0.81087865193393,0.18912134806606995,0.0030928421177210032,0.9619083333333334,1.0,0,60,60,2.0,0.013514644198898834,ADAPTING
49,0.8101003744863583,0.1898996255136417,0.0023947039482275505,0.9608291666666666,1.0,0,60,60,2.0,0.013501672908105972,ADAPTING
50,0.8162272526749658,0.18377274732503424,0.00213033259939397,0.9607125,1.0,0,60,60,2.0,0.013603787544582763,ADAPTING
51,0.821255874761716,0.17874412523828398,0.002319679124458546,0.9605083333333333,1.0,0,60,60,2.0,0.013687597912695268,ADAPTING
52,0.8220937297483217,0.17790627025167827,0.0025555613928518743,0.9610041666666667,1.0,0,60,60,2.0,0.01370156216247203,ADAPTING
53,0.8211149687405054,0.17888503125949462,0.003046206701172186,0.9618208333333332,1.0,0,60,60,2.0,0.013685249479008423,ADAPTING
54,0.8225534435470753,0.17744655645292473,0.0029741703244209575,0.9621125,1.0,0,60,60,2.0,0.013709224059117921,ADAPTING
55,0.8187634880774285,0.1812365119225715,0.002715595792286536,0.9644458333333331,1.0,0,60,60,2.0,0.013646058134623808,ADAPTING
56,0.8134827604161424,0.18651723958385757,0.0031237062106167298,0.9651458333333334,1.0,0,60,60,2.0,0.013558046006935708,ADAPTING
57,0.809863662315773,0.190136337684227,0.0031225859323541524,0.9643,1.0,0,60,60,2.0,0.013497727705262884,ADAPTING
58,0.8117090559105395,0.18829094408946045,0.0030365377400602494,0.9629291666666667,1.0,0,60,60,2.0,0.01352848426517566,ADAPTING
59,0.8152859195384676,0.18471408046153237,0.0035276954479320976,0.9624333333333334,1.0,0,60,60,2.0,0.01358809865897446,ADAPTING
60,0.8163063269326212,0.18369367306737883,0.003708899989679324,0.9627833333333334,1.0,0,60,60,2.0,0.01360510544887702,ADAPTING
61,0.8166505831483837,0.18334941685161632,0.0036878332616751214,0.9630458333333334,1.0,0,60,60,2.0,0.013610843052473062,ADAPTING
62,0.81702267489057,0.18297732510943,0.0030141070549317014,0.9641541666666666,1.0,0,60,60,2.0,0.0136170445815095,ADAPTING
63,0.8188135331523081,0.1811864668476919,0.002883319764120895,0.9647375,1.0,0,60,60,2.0,0.013646892219205136,ADAPTING
64,0.8241808390598546,0.17581916094014538,0.0028548426569666567,0.9658166666666667,1.0,0,60,60,2.0,0.013736347317664243,ADAPTING
65,0.8293203509207826,0.1706796490792174,0.002492092484171753,0.9662541666666666,1.0,0,60,60,2.0,0.01382200584867971,ADAPTING
66,0.8311211399384291,0.16887886006157093,0.0026185699347095375,0.9668958333333333,1.0,0,60,60,2.0,0.013852018998973818,ADAPTING
67,0.8293948663617509,0.17060513363824914,0.0034340976194524113,0.9691125,1.0,0,60,60,2.0,0.013823247772695847,ADAPTING
68,0.8229865357955944,0.17701346420440556,0.0035627637378202004,0.9708041666666668,1.0,0,60,60,2.0,0.013716442263259907,ADAPTING
69,0.8214438841538357,0.17855611584616427,0.003148727493756576,0.9711833333333332,1.0,0,60,60,2.0,0.01369073140256393,ADAPTING
70,0.8212867739120369,0.17871322608796314,0.0030393433577652726,0.9712416666666666,1.0,0,60,60,2.0,0.013688112898533947,ADAPTING
71,0.817424502178435,0.182575497821565,0.0028799886353542445,0.9708041666666668,1.0,0,60,60,2.0,0.013623741702973917,ADAPTING
72,0.8108624286831784,0.18913757131682163,0.002809224440520231,0.9715916666666667,1.0,0,60,60,2.0,0.013514373811386307,ADAPTING
73,0.8093564379806583,0.19064356201934174,0.0026981199793536495,0.9707458333333334,1.0,0,60,60,2.0,0.013489273966344304,ADAPTING
74,0.8124402392858335,0.18755976071416647,0.0034248601691699546,0.9705416666666669,1.0,0,60,60,2.0,0.013540670654763892,ADAPTING
75,0.8214981838203642,0.17850181617963579,0.003678873076849823,0.9700458333333334,1.0,0,60,60,2.0,0.01369163639700607,ADAPTING
76,0.8266527736354811,0.17334722636451894,0.0037793867205107435,0.9711250000000001,1.0,0,60,60,2.0,0.013777546227258018,ADAPTING
77,0.8262346486287349,0.17376535137126514,0.0035347263974757834,0.9721166666666667,1.0,0,60,60,2.0,0.01377057747714558,ADAPTING
78,0.8215227780736385,0.1784772219263615,0.003094766878501159,0.9720875,1.0,0,60,60,2.0,0.013692046301227308,ADAPTING
79,0.8178595897849218,0.1821404102150782,0.0026968367864542517,0.9725541666666667,1.0,0,60,60,2.0,0.01363099316308203,ADAPTING
