t,stability_S,energy_margin_E,raw_risk,risk_control_R,goal_alignment_G,correction_cost_C,variance_V,uncertainty_U,weight_stability_Ws,weight_energy_We,weight_risk_Wr,weight_goal_Wg,mission_control_score,control_state,control_action,control_state_number
10,0.7934112697052024,0.8553039079949976,0.17980088706580924,0.8201991129341908,0.8417236742374268,0.3183458808414763,0.12610225422462223,0.28547170912222886,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.47780358105221177,protect,reduce_speed_or_load,2
11,0.7918520089574315,0.8923212638963199,0.21699892675778476,0.7830010732422152,0.8145303183388493,0.3162769633241193,0.1212710850950018,0.30119287472861744,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.47085182895315825,protect,reduce_speed_or_load,2
12,0.8080422449184632,0.9117984641613931,0.18193471828132804,0.818065281718672,0.8386954708630655,0.326294640662806,0.12256518648751122,0.2802398591240034,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.48725571396204626,protect,reduce_speed_or_load,2
13,0.7526582795250287,0.8899838961779902,0.15846869510617484,0.8415313048938251,0.7930640301564355,0.312952604587022,0.12179074467848071,0.3418088432490397,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.4605213358921384,protect,reduce_speed_or_load,2
14,0.7558632858646561,0.841850684195433,0.2180793460622638,0.7819206539377361,0.8444472826434181,0.33452604031348904,0.12444511346315301,0.32373495140025244,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.45103696138732563,protect,reduce_speed_or_load,2
15,0.7834234177818368,0.8582828899355128,0.1934746705267104,0.8065253294732896,0.8302378013765327,0.2901992626544298,0.11867313472091463,0.3425673305679842,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.4672272458606492,protect,reduce_speed_or_load,2
16,0.7706520718346088,0.8876031806542957,0.15407178438521094,0.845928215614789,0.8230108409596117,0.3083136699596328,0.1002080561181898,0.29741992363867364,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.4868638334892669,protect,reduce_speed_or_load,2
17,0.802318408985911,0.8498602966130324,0.1752459958670493,0.8247540041329506,0.8348401079657386,0.26756789538348835,0.0995530059021148,0.31549196768245835,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.4916074021745665,protect,reduce_speed_or_load,2
18,0.7702471656687898,0.8683865193039576,0.1581162693714419,0.841883730628558,0.8459918100600484,0.2893930324219783,0.1143547839500165,0.29339336287800144,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.4892238522082499,protect,reduce_speed_or_load,2
19,0.7561206275263355,0.8721404158870482,0.14544006384407218,0.8545599361559278,0.8306734725302328,0.332902445780693,0.12375608494283181,0.35834354424646914,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.4557357503020718,protect,reduce_speed_or_load,2
20,0.8265431833513435,0.8393112408386564,0.2031693603193709,0.7968306396806291,0.7714871392040095,0.32507218848440317,0.13533895749076358,0.3012402228764056,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.45906274727387314,protect,reduce_speed_or_load,2
21,0.7827225206647572,0.8527231986571421,0.22775738277743954,0.7722426172225605,0.7808528622039822,0.34310604074830225,0.1378387070128706,0.3427309461661625,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.4365364675794028,protect,reduce_speed_or_load,2
22,0.7885086877920124,0.7932500941790408,0.1450678972036033,0.8549321027963968,0.7923147727468083,0.2893828551678625,0.12048933798594237,0.34528940195548774,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.4603638445265774,protect,reduce_speed_or_load,2
23,0.7496406121316961,0.8309516466487358,0.19412073456059192,0.805879265439408,0.8039317127370758,0.3363963980387893,0.12158216467264815,0.3487096180466191,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.44089321078379984,protect,reduce_speed_or_load,2
24,0.7700697278681174,0.8426414322867508,0.16380080988289084,0.8361991901171092,0.8125981479792719,0.31972491686901017,0.12588448299381522,0.3213127978465411,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.4611028005644763,protect,reduce_speed_or_load,2
25,0.7848483648280546,0.8225237257763219,0.16791728468648592,0.8320827153135141,0.7868050900601574,0.2946405880595489,0.12618733431179163,0.3294801770740578,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.4608702913753296,protect,reduce_speed_or_load,2
26,0.7516662026429275,0.8721622856715889,0.16532524131150772,0.8346747586884923,0.8043730774783727,0.3543320896471787,0.12700719682447717,0.32720618262608736,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.450379781207117,protect,reduce_speed_or_load,2
27,0.7881613194107726,0.8148300011663439,0.15858999465669604,0.841410005343304,0.7850927415921458,0.3270400181444112,0.11226492120663181,0.32886427768807075,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.45683615686499507,protect,reduce_speed_or_load,2
28,0.7620335800529568,0.8304436550217611,0.18147753293825042,0.8185224670617496,0.7877789338667902,0.3245226949911826,0.10096693985318937,0.35824680068926373,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.44804772201110477,protect,reduce_speed_or_load,2
29,0.7679796941639505,0.8385075017260687,0.1595920265781631,0.8404079734218369,0.7719317789804702,0.31972110982461255,0.08941610171874301,0.38030076064451374,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.44968294775803297,protect,reduce_speed_or_load,2
30,0.758380600154856,0.8598840740292609,0.18726333872061063,0.8127366612793894,0.7819026963480774,0.33549053087480607,0.0973180255909433,0.3247753146880214,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.456476734431142,protect,reduce_speed_or_load,2
31,0.8177948462192699,0.8058792341571913,0.1794274133145907,0.8205725866854093,0.7738817458514274,0.2699035030657092,0.08768533331564501,0.30341573056238713,0.2631578947368421,0.2368421052631579,0.2631578947368421,0.2368421052631579,0.4848290346655659,protect,reduce_speed_or_load,2
