context,ticks,final_state,final_omega,final_f,final_odi,final_mi,avg_omega,avg_friction,avg_odi,avg_mi,dominant_state
STARTUP_STRESS,100,DISCHARGE,0.6646533357694272,0.2304559079822556,0.7680762308836663,0.7152103107459061,0.6676068164606042,0.22695310651643694,0.7732937524306852,0.7179936177610456,DISCHARGE
AI_SWARM_ROUTING,100,DISCHARGE,0.8238838281506111,0.0841966443382928,0.9153944487900539,0.9028287338769505,0.817475401227174,0.08831075507047913,0.9116058485491209,0.8965907925704221,DISCHARGE
SOCIAL_CRISIS,100,DISCHARGE,0.6379437651383422,0.2687485984117354,0.7291123108065859,0.2991914164054228,0.6675556197326729,0.23163587777668224,0.7690619168602727,0.31678768936967494,DISCHARGE
